,Symbol,Name,Sector,Industry,market,CIK
2283,MCADU,Mountain Crest Acquisition Corp. II Unit,Finance,Business Services,nasdaq,0001832415
2284,MCBC,Macatawa Bank Corporation Common Stock,Finance,Major Banks,nasdaq,0001053584
2285,MCBS,MetroCity Bankshares Inc. Common Stock,Finance,Major Banks,nasdaq,0001747068
2286,MCFE,McAfee Corp. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001783317
2287,MCFT,MasterCraft Boat Holdings Inc. Common Stock,Capital Goods,Marine Transportation,nasdaq,0001638290
2288,MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors,nasdaq,0000827054
2289,MCHX,Marchex Inc. Class B Common Stock,Miscellaneous,Business Services,nasdaq,0001224133
2290,MCMJ,Merida Merger Corp. I Common Stock,Finance,Business Services,nasdaq,0001785592
2291,MCMJW,Merida Merger Corp. I Warrant,Finance,Business Services,nasdaq,0001785592
2292,MCRB,Seres Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001609809
2293,MCRI,Monarch Casino & Resort Inc. Common Stock,Consumer Services,Hotels/Resorts,nasdaq,0000907242
2294,MDB,MongoDB Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001441816
2295,MDCA,MDC Partners Inc. CL A Subordinate Voting Shares,Technology,Advertising,nasdaq,0000876883
2296,MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001157601
2297,MDGS,Medigus Ltd. American Depositary Shares,Health Care,Medical/Dental Instruments,nasdaq,0001618500
2298,MDGSW,Medigus Ltd. Series C Warrant,Health Care,Medical/Dental Instruments,nasdaq,0001618500
2299,MDIA,Mediaco Holding Inc. Class A Common Stock ,Consumer Services,Broadcasting,nasdaq,0001784254
2300,MDJH,MDJM LTD Ordinary Share,Finance,Real Estate,nasdaq,0001741534
2301,MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Non-Durables,Packaged Foods,nasdaq,0001103982
2302,MDNA,Medicenna Therapeutics Corp. Common Shares,Health Care,Major Pharmaceuticals,nasdaq,0001807983
2303,MDRR,Medalist Diversified REIT Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nasdaq,0001654595
2304,MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,Consumer Services,Real Estate Investment Trusts,nasdaq,0001654595
2305,MDRX,Allscripts Healthcare Solutions Inc. Common Stock,Technology,EDP Services,nasdaq,0001124804
2306,MDVL,MedAvail Holdings Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001402479
2307,MDWD,MediWound Ltd. Ordinary Shares,Consumer Durables,Specialty Chemicals,nasdaq,0001593984
2308,MDWT,Midwest Holding Inc. Common Stock,Finance,Life Insurance,nasdaq,0000355379
2309,MDXG,MiMedx Group Inc Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001376339
2310,MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,nasdaq,0001668397
2311,MEDS,Trxade Group Inc. Common Stock,Health Care,Other Pharmaceuticals,nasdaq,0001382574
2312,MEIP,MEI Pharma Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001262104
2313,MELI,MercadoLibre Inc. Common Stock,Miscellaneous,Business Services,nasdaq,0001099590
2314,MEOH,Methanex Corporation Common Stock,Basic Industries,Major Chemicals,nasdaq,0000886977
2315,MERC,Mercer International Inc. Common Stock,Basic Industries,Paper,nasdaq,0001333274
2316,MESA,Mesa Air Group Inc. Common Stock,Transportation,Air Freight/Delivery Services,nasdaq,0000810332
2317,MESO,Mesoblast Limited American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001345099
2318,METC,Ramaco Resources Inc. Common Stock,Energy,Coal Mining,nasdaq,0001687187
2319,METX,Meten EdtechX Education Group Ltd. Ordinary Shares,Consumer Services,Other Consumer Services,nasdaq,0001796514
2320,METXW,Meten EdtechX Education Group Ltd. Warrant,Consumer Services,Other Consumer Services,nasdaq,0001796514
2321,MFH,Mercurity Fintech Holding Inc. ADS,Technology,EDP Services,nasdaq,0001527762
2322,MFIN,Medallion Financial Corp. Common Stock,Finance,Finance: Consumer Services,nasdaq,0001000209
2323,MFINL,Medallion Financial Corp. 9.000% Notes due 2021,Finance,Finance: Consumer Services,nasdaq,0001000209
2324,MFNC,Mackinac Financial Corporation Common Stock,Finance,Major Banks,nasdaq,0000036506
2325,MGEE,MGE Energy Inc,Energy,Electric Utilities: Central,nasdaq,0001161728
2326,MGI,Moneygram International Inc. Common Stock,Miscellaneous,Business Services,nasdaq,0001273931
2327,MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software,nasdaq,0000876779
2328,MGLN,Magellan Health Inc. Common Stock,Health Care,Hospital/Nursing Management,nasdaq,0000019411
2329,MGNI,Magnite Inc. Common Stock,Technology,Computer Software: Programming Data Processing,nasdaq,0001595974
2330,MGNX,MacroGenics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001125345
2331,MGPI,MGP Ingredients Inc.,Consumer Non-Durables,Beverages (Production/Distribution),nasdaq,0000835011
2332,MGRC,McGrath RentCorp Common Stock,Technology,Diversified Commercial Services,nasdaq,0000752714
2333,MGTA,Magenta Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001690585
2334,MGTX,MeiraGTx Holdings plc Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001735438
2335,MGYR,Magyar Bancorp Inc. Common Stock,Finance,Savings Institutions,nasdaq,0001337068
2336,MHLD,Maiden Holdings Ltd.,Finance,Property-Casualty Insurers,nasdaq,0001412100
2337,MICT,MICT Inc. Common Stock,Capital Goods,Electrical Products,nasdaq,0000854800
2338,MIDD,Middleby Corporation (The) Common Stock,Technology,Industrial Machinery/Components,nasdaq,0000769520
2339,MIK,The Michaels Companies Inc. Common Stock,Consumer Services,Recreational Products/Toys,nasdaq,0001593936
2340,MILE,Metromile Inc. Common Stock,Finance,Property-Casualty Insurers,nasdaq,0001819035
2341,MILEW,Metromile Inc. Warrant ,Finance,Property-Casualty Insurers,nasdaq,0001819035
2342,MIME,Mimecast Limited Ordinary Shares,Technology,Computer Software: Prepackaged Software,nasdaq,0001644675
2343,MIND,MIND Technology Inc. Common Stock (DE),Capital Goods,Industrial Machinery/Components,nasdaq,0000926423
2344,MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),Capital Goods,Industrial Machinery/Components,nasdaq,0000926423
2345,MIRM,Mirum Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001759425
2346,MIST,Milestone Pharmaceuticals Inc. Common Shares,Health Care,Major Pharmaceuticals,nasdaq,0001408443
2347,MITC,MeaTech 3D Ltd. American Depositary Shares,Consumer Non-Durables,Packaged Foods,nasdaq,0001828098
2348,MITK,Mitek Systems Inc. Common Stock,Technology,Computer peripheral equipment,nasdaq,0000807863
2349,MITO,Stealth BioTherapeutics Corp. ADS,Health Care,Major Pharmaceuticals,nasdaq,0001696396
2350,MKD,Molecular Data Inc. American Depositary Shares,Miscellaneous,Business Services,nasdaq,0001758736
2351,MKGI,Monaker Group Inc. Common Stock,Consumer Services,Transportation Services,nasdaq,0001372183
2352,MKSI,MKS Instruments Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nasdaq,0001049502
2353,MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,nasdaq,0001278021
2354,MKTY,Mechanical Technology Incorporated Common Stock,Capital Goods,Industrial Machinery/Components,nasdaq,0000064463
2355,MLAB,Mesa Laboratories Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nasdaq,0000724004
2356,MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,Finance,Business Services,nasdaq,0001807594
2357,MLACU,Malacca Straits Acquisition Company Limited Units,Finance,Business Services,nasdaq,0001807594
2358,MLACW,Malacca Straits Acquisition Company Limited Warrants,Finance,Business Services,nasdaq,0001807594
2359,MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Consumer Services,Hotels/Resorts,nasdaq,0001381640
2360,MLHR,Herman Miller Inc. Common Stock,Consumer Durables,Office Equipment/Supplies/Services,nasdaq,0000066382
2361,MLND,Millendo Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001544227
2362,MLVF,Malvern Bancorp Inc. Common Stock,Finance,Savings Institutions,nasdaq,0001550603
2363,MMAC,MMA Capital Holdings Inc. Common Stock,Finance,Real Estate,nasdaq,0001003201
2364,MMLP,Martin Midstream Partners L.P. Limited Partnership,Energy,Oil Refining/Marketing,nasdaq,0001176334
2365,MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0000856982
2366,MMYT,MakeMyTrip Limited Ordinary Shares,Consumer Services,Transportation Services,nasdaq,0001495153
2367,MNDO,MIND C.T.I. Ltd. Ordinary Shares,Technology,EDP Services,nasdaq,0001119083
2368,MNKD,MannKind Corporation Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0000899460
2369,MNOV,Medicinova Inc Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001226616
2370,MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001645469
2371,MNRO,Monro Inc. Common Stock,Consumer Services,Automotive Aftermarket,nasdaq,0000876427
2372,MNSB,MainStreet Bancshares Inc. Common Stock,Finance,Major Banks,nasdaq,0001693577
2373,MNSBP,MainStreet Bancshares Inc. Depositary Shares,Finance,Major Banks,nasdaq,0001693577
2374,MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),nasdaq,0000865752
2375,MNTK,Montauk Renewables Inc. Common Stock,Public Utilities,Natural Gas Distribution,nasdaq,0001826600
2376,MNTX,Manitex International Inc. Common Stock,Technology,Industrial Machinery/Components,nasdaq,0001302028
2377,MODV,ModivCare Inc. Common Stock,Consumer Services,Transportation Services,nasdaq,0001220754
2378,MOFG,MidWestOne Financial Gp Common Stock,Finance,Major Banks,nasdaq,0001412665
2379,MOGO,Mogo Inc. Common Shares,Finance,Finance: Consumer Services,nasdaq,0001602842
2380,MOHO,ECMOHO Limited American Depositary Shares,Consumer Services,Catalog/Specialty Distribution,nasdaq,0001763197
2381,MOMO,Momo Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software,nasdaq,0001610601
2382,MON,Monument Circle Acquisition Corp. Class A Common Stock,Finance,Business Services,nasdaq,0001828325
2383,MONCU,Monument Circle Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001828325
2384,MO,Monument Circle Acquisition Corp. Warrant,Finance,Business Services,nasdaq,0000764180
2385,MOR,MorphoSys AG American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001340243
2386,MORF,Morphic Holding Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001679363
2387,MORN,Morningstar Inc. Common Stock,Finance,Investment Managers,nasdaq,0001289419
2388,MOSY,MoSys Inc. Common Stock,Technology,Semiconductors,nasdaq,0000890394
2389,MOTN,Motion Acquisition Corp. Class A Common Stock,Finance,Business Services,nasdaq,0001822359
2390,MOTNU,Motion Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001822359
2391,MOTN,Motion Acquisition Corp. Warrants to purchase one Class A common,Finance,Business Services,nasdaq,0001822359
2392,MOTS,Motus GI Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001686850
2393,MOVE,Movano Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq,0001734750
2394,MOXC,Moxian Inc. Common Stock,Technology,Computer Software: Programming Data Processing,nasdaq,0001516805
2395,MPAA,Motorcar Parts  of America Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.,nasdaq,0000918251
2396,MPB,Mid Penn Bancorp Common Stock,Finance,Major Banks,nasdaq,0000879635
2397,MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors,nasdaq,0001280452
2398,MRAC,Marquee Raine Acquisition Corp. Class A Ordinary Shares,Finance,Business Services,nasdaq,0001830180
2399,MRACU,Marquee Raine Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001830180
2400,MRAC,Marquee Raine Acquisition Corp. Warrant,Finance,Business Services,nasdaq,0001830180
2401,MRAM,Everspin Technologies Inc. Common Stock,Technology,Semiconductors,nasdaq,0001438423
2402,MRBK,Meridian Corporation Common Stock,,,nasdaq,0001750735
2403,MRCC,Monroe Capital Corporation Common Stock,,,nasdaq,0001512931
2404,MRCY,Mercury Systems Inc Common Stock,Capital Goods,Electrical Products,nasdaq,0001049521
2405,MREO,Mereo BioPharma Group plc American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001719714
2406,MRIN,Marin Software Incorporated Common Stock,Technology,EDP Services,nasdaq,0001389002
2407,MRKR,Marker Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001094038
2408,MRLN,Marlin Business Services Corp. Common Stock,Finance,Major Banks,nasdaq,0001260968
2409,MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Consumer Services,Other Consumer Services,nasdaq,0001819704
2410,MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001682852
2411,MRNS,Marinus Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001267813
2412,MRSN,Mersana Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001442836
2413,MRTN,Marten Transport Ltd. Common Stock,Transportation,Trucking Freight/Courier Services,nasdaq,0000799167
2414,MRTX,Mirati Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001576263
2415,MRUS,Merus N.V. Common Shares,Health Care,Major Pharmaceuticals,nasdaq,0001651311
2416,MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001823239
2417,MRVL,Marvell Technology Group Ltd. Common Stock,Technology,Semiconductors,nasdaq,0001058057
2418,MSACU,Medicus Sciences Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001836517
2419,MSBI,Midland States Bancorp Inc. Common Stock,Finance,Major Banks,nasdaq,0001466026
2420,MSDAU,MSD Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001846996
2421,MSEX,Middlesex Water Company Common Stock,Public Utilities,Water Supply,nasdaq,0000066004
2422,MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0000789019
2423,MSGM,Motorsport Games Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001821175
2424,MSON,MISONIX Inc. Common Stock (DE),Capital Goods,Medical Specialities,nasdaq,0000880432
2425,MSTR,MicroStrategy Incorporated Common Stock Class A,Technology,Computer Software: Prepackaged Software,nasdaq,0001050446
2426,MSVB,Mid-Southern Bancorp Inc. Common Stock,Finance,Savings Institutions,nasdaq,0001734875
2427,MTAC,MedTech Acquisition Corporation Class A Common Stock,Finance,Business Services,nasdaq,0001826667
2428,MTACU,MedTech Acquisition Corporation Unit,Finance,Business Services,nasdaq,0001826667
2429,MTACW,MedTech Acquisition Corporation Warrant,Finance,Business Services,nasdaq,0001826667
2430,MTBC,MTBC Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001582982
2431,MTBCP,MTBC Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001582982
2432,MTC,MMTec Inc. Common Shares,,,nasdaq,0001742518
2433,MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing,nasdaq,0000891103
2434,MTCR,Metacrine Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001634379
2435,MTEM,Molecular Templates Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001183765
2436,MTEX,Mannatech Incorporated Common Stock,Consumer Durables,Specialty Chemicals,nasdaq,0001056358
2437,MTLS,Materialise NV American Depositary Shares,Technology,Computer Software: Prepackaged Software,nasdaq,0001091223
2438,MTP,Midatech Pharma PLC American Depositary Shs,Health Care,Major Pharmaceuticals,nasdaq,0001643918
2439,MTRX,Matrix Service Company Common Stock,Basic Industries,Engineering & Construction,nasdaq,0000866273
2440,MTSC,MTS Systems Corporation Common Stock,Capital Goods,Industrial Machinery/Components,nasdaq,0000068709
2441,MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors,nasdaq,0001493594
2442,MTSL,MER Telemanagement Solutions Ltd. Common Shares,Public Utilities,Telecommunications Equipment,nasdaq,0001025561
2443,MU,Micron Technology Inc. Common Stock,Technology,Semiconductors,nasdaq,0000723125
2444,MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,Finance,Business Services,nasdaq,0001820727
2445,MUDSU,Mudrick Capital Acquisition Corporation II Unit,Finance,Business Services,nasdaq,0001820727
2446,MUDSW,Mudrick Capital Acquisition Corporation II Warrant,Finance,Business Services,nasdaq,0001820727
2447,MVBF,MVB Financial Corp. Common Stock,Finance,Major Banks,nasdaq,0001277902
2448,MVIS,MicroVision Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nasdaq,0000065770
2449,MWK,Mohawk Group Holdings Inc. Common Stock,Consumer Durables,Home Furnishings,nasdaq,0001757715
2450,MXIM,Maxim Integrated Products Inc. Common Stock,Technology,Semiconductors,nasdaq,0000743316
2451,MYFW,First Western Financial Inc. Common Stock,Finance,Major Banks,nasdaq,0001327607
2452,MYGN,Myriad Genetics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,nasdaq,0000899923
2453,MYRG,MYR Group Inc. Common Stock,Basic Industries,Water Supply,nasdaq,0000700923
2454,MYSZ,My Size Inc. Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001211805
2455,MYT,Urban Tea Inc. Ordinary Shares,Consumer Services,Restaurants,nasdaq,0001543268
2456,NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,Finance,Business Services,nasdaq,0001830063
